organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,people_reached,month,year
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Gulak,Yes,Humanitarian,Yes,147.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Gulak,Yes,Humanitarian,Yes,105.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Duhu/ Shuwa,Yes,Humanitarian,Yes,76.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Duhu/ Shuwa,Yes,Humanitarian,Yes,87.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Duhu/ Shuwa,Yes,Humanitarian,Yes,214.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Madagali,Duhu/ Shuwa,Yes,Humanitarian,Yes,101.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Waduku,Yes,Humanitarian,Yes,272.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Waduku,Yes,Humanitarian,Yes,98.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Waduku,Yes,Humanitarian,Yes,108.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Suwa,Yes,Humanitarian,Yes,113.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Suwa,Yes,Humanitarian,Yes,104.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Suwa,Yes,Humanitarian,Yes,104.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Suwa,Yes,Humanitarian,Yes,114.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Opalo,Yes,Humanitarian,Yes,150.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Opalo,Yes,Humanitarian,Yes,147.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Opalo,Yes,Humanitarian,Yes,154.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Ngbakowo,Yes,Humanitarian,Yes,178.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Ngbakowo,Yes,Humanitarian,Yes,130.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Ngbakowo,Yes,Humanitarian,Yes,148.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Lamurde,Yes,Humanitarian,Yes,172.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Lamurde,Yes,Humanitarian,Yes,176.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Lamurde,Dubwangun,Yes,Humanitarian,Yes,193.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,218.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,345.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,421.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,443.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,162.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,232.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,138.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Yelli,Yes,Nexus,Yes,152.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Nyibango,Yes,Nexus,Yes,425.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Nyibango,Yes,Nexus,Yes,424.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Nyibango,Yes,Nexus,Yes,151.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Nyibango,Yes,Nexus,Yes,256.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Leko,Yes,Nexus,Yes,297.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Leko,Yes,Nexus,Yes,324.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Leko,Yes,Nexus,Yes,216.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Leko,Yes,Nexus,Yes,154.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,192.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,183.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,287.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,322.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,261.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,362.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Jada,Koma II,Yes,Nexus,Yes,301.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Thilbang,Yes,Humanitarian,Yes,385.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Thilbang,Yes,Humanitarian,Yes,381.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Shangui,Yes,Humanitarian,Yes,242.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Shangui,Yes,Humanitarian,Yes,288.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Mayo Lope,Yes,Humanitarian,Yes,363.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,Yes,297.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,Yes,291.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Garaha,Yes,Humanitarian,Yes,277.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,97.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,229.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,157.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,270.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,206.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,162.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,186.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Hong,Bangshika,Yes,Humanitarian,Yes,348.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dumna,Yes,Nexus,Yes,321.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dumna,Yes,Nexus,Yes,183.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dumna,Yes,Nexus,Yes,146.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dumna,Yes,Nexus,Yes,159.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dukul,Yes,Nexus,Yes,176.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dukul,Yes,Nexus,Yes,321.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dukul,Yes,Nexus,Yes,264.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Dukul,Yes,Nexus,Yes,83.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Chikila,Yes,Nexus,Yes,136.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Chikila,Yes,Nexus,Yes,244.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Chikila,Yes,Nexus,Yes,223.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Chikila,Yes,Nexus,Yes,157.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bobini,Yes,Nexus,Yes,278.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bobini,Yes,Nexus,Yes,177.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bobini,Yes,Nexus,Yes,333.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Guyuk,Bobini,Yes,Nexus,Yes,328.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,172.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,226.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,398.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,309.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,254.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Tawa,Yes,Nexus,Yes,248.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,198.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,78.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,183.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,222.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,225.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Guyaku,Yes,Nexus,Yes,307.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Ga'Anda,Yes,Nexus,Yes,459.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Ga'Anda,Yes,Nexus,Yes,227.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Ga'Anda,Yes,Nexus,Yes,260.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Gombi,Ga'Anda,Yes,Nexus,Yes,219.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Wuro Dole,Yes,Humanitarian,Yes,131.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Wuro Dole,Yes,Humanitarian,Yes,150.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Wuro Dole,Yes,Humanitarian,Yes,174.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,246.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,Yes,363.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Jera Bakari,Yes,Humanitarian,Yes,400.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Jera Bakari,Yes,Humanitarian,Yes,380.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei ii,Yes,Humanitarian,Yes,190.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei ii,Yes,Humanitarian,Yes,404.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei ii,Yes,Humanitarian,Yes,214.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei ii,Yes,Humanitarian,Yes,107.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei ii,Yes,Humanitarian,Yes,123.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei i,Yes,Humanitarian,Yes,174.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,Yes,311.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Dakri,Yes,Humanitarian,Yes,304.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Dakri,Yes,Humanitarian,Yes,185.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,150.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,258.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,248.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,126.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,137.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Yebbi,Yes,Nexus,Yes,292.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sugu,Yes,Nexus,Yes,325.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sugu,Yes,Nexus,Yes,178.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sugu,Yes,Nexus,Yes,226.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Sugu,Yes,Nexus,Yes,221.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Gamu,Yes,Nexus,Yes,203.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Gamu,Yes,Nexus,Yes,356.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Gamu,Yes,Nexus,Yes,295.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Bakari Guso,Yes,Nexus,Yes,186.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Bakari Guso,Yes,Nexus,Yes,185.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Bakari Guso,Yes,Nexus,Yes,313.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Ganye,Bakari Guso,Yes,Nexus,Yes,195.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Uki Tuki,Yes,Humanitarian,Yes,125.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Uki Tuki,Yes,Humanitarian,Yes,199.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Ribadu,Yes,Humanitarian,Yes,175.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Ribadu,Yes,Humanitarian,Yes,180.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Karlahi,Yes,Humanitarian,Yes,190.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Karlahi,Yes,Humanitarian,Yes,201.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Gurin,Yes,Humanitarian,Yes,197.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Gurin,Yes,Humanitarian,Yes,206.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Beti,Yes,Humanitarian,Yes,249.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Beti,Yes,Humanitarian,Yes,153.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Beti,Yes,Humanitarian,Yes,110.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Beti,Yes,Humanitarian,Yes,220.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Yadim,Yes,Humanitarian,Yes,220.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Mayo-Ine,Yes,Humanitarian,Yes,275.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,234.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,Yes,190.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Gwamba,Yes,Humanitarian,Yes,173.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,185.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Kpasham,Yes,Humanitarian,Yes,199.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Kpasham,Yes,Humanitarian,Yes,186.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Gwamba,Yes,Humanitarian,Yes,331.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,Yes,Humanitarian,Yes,314.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dwam,Yes,Humanitarian,Yes,252.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dong,Yes,Humanitarian,Yes,310.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Dong,Yes,Humanitarian,Yes,274.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,241.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,251.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,128.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,261.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Borrong,Yes,Humanitarian,Yes,220.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Bille,Yes,Humanitarian,Yes,258.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Bille,Yes,Humanitarian,Yes,210.0,May,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Walama,Yes,Humanitarian,Yes,66.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Walama,Yes,Humanitarian,Yes,265.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Walama,Yes,Humanitarian,Yes,1645.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Walama,Yes,Humanitarian,Yes,428.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,27.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,44.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,31.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,30.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,28.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,25.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,36.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,44.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Shani,Yes,Humanitarian,Yes,28.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Kwaba,Yes,Humanitarian,Yes,612.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Kubo,Yes,Humanitarian,Yes,785.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Kombo,Yes,Humanitarian,Yes,1731.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Kombo,Yes,Humanitarian,Yes,944.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gwaskara,Yes,Humanitarian,Yes,448.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gwalasho,Yes,Humanitarian,Yes,76.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gwalasho,Yes,Humanitarian,Yes,693.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gora,Yes,Humanitarian,Yes,632.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gasi / Salifawa,Yes,Humanitarian,Yes,44.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gasi / Salifawa,Yes,Humanitarian,Yes,3760.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gasi / Salifawa,Yes,Humanitarian,Yes,50.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gasi / Salifawa,Yes,Humanitarian,Yes,31.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Gasi / Salifawa,Yes,Humanitarian,Yes,1222.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Buma,Yes,Humanitarian,Yes,28.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Buma,Yes,Humanitarian,Yes,463.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Shani,Bargu / Burashika,Yes,Humanitarian,Yes,779.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Nganzai,Gajiram,Yes,Humanitarian,Yes,3795.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Nganzai,Gajiram,Yes,Humanitarian,Yes,2189.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Old Gamboru 'A',Yes,Humanitarian,Yes,495.0,Jun,2019
World Health Organization,WHO,UN Agency,HEA,Health Activities,Ongoing,Borno,Ngala,Ngala Ward,Yes,Humanitarian,Yes,2594.0,Jun,2019
