org_acronym,organisation,org_type,operation_type,project_sector,activities,status,state,state_pcode,lga,lga_pcode,ishrp,response_type,month,year
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Hawul,NG008012,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Kala/Balge,NG008015,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Kwaya Kusar,NG008018,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Mobbar,NG008023,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Shani,NG008027,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Yobe,NGA036,Gulani,NG036008,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Yobe,NGA036,Bade,NG036001,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Implementing,HEA,Immunization/Integrated Management of Childhood illness,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Biu,NG008005,Yes,Humanitarian,Jan,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Biu,NG008005,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Reticulation Construction,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Borehole Construction,Ongoing,Yobe,NGA036,Bursari,NG036002,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Borehole Construction,Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Borehole Construction,Ongoing,Yobe,NGA036,Gulani,NG036008,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
UNICEF,United Nations Children's Emergency Fund,UN Agency,Reporting,WASH,Latrine Desludging (Mechanical),Ongoing,Borno,NGA008,Biu,NG008005,Yes,Humanitarian,Mar,2023
NRC,Norwegian Refugee Council,INGO,Reporting,CCCM,No. of complaints and feedback mechanism registered and responded to.,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
NRC,Norwegian Refugee Council,INGO,Reporting,CCCM,# of community engagement sessions held,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
NRC,Norwegian Refugee Council,INGO,Reporting,CCCM,Site with active CFM mechanisms,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,SHL,Post distribution monitoring (PDM),Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,SHL,Post construction monitoring (PCM),Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,SHL,Post distribution monitoring (PDM),Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,SHL,Post construction monitoring (PCM),Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of community engagement sessions held,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of advocacies done to other sectors,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of advocacies done to other sectors,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Implementing,CCCM,# of community engagement sessions held,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of community engagement sessions held,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of advocacies done to other sectors,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of Reports Camp/site profiles produced/updated,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of advocacies done to other sectors,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
PRIDE,Peace Restoration And Integral Global Development Initiative,NNGO,Reporting,CCCM,# of community engagement sessions held,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
SHO,Salient Humanitarian Organisation,NNGO,Implementing,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
SHO,Salient Humanitarian Organisation,NNGO,Implementing,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
SHO,Salient Humanitarian Organisation,NNGO,Reporting,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
SHO,Salient Humanitarian Organisation,NNGO,Reporting,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
SHO,Salient Humanitarian Organisation,NNGO,Reporting,CCCM,# of individuals in displacement sites receiving site facilitation support,Completed,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Implementing,ERL,"livelihood, Employment and Income generation",Ongoing,Adamawa,NGA002,Michika,NG002013,No,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Karasuwa,NG036010,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Tarmua,NG036015,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Gulani,NG036008,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Fune,NG036005,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Fika,NG036004,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Mobbar,NG008023,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Yunusari,NG036016,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Yobe,NGA036,Geidam,NG036006,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food Assistance,Completed,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Agriculture & Livelihoods,Completed,Yobe,NGA036,Bade,NG036001,Yes,Humanitarian,Mar,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Gulani,NG036008,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Karasuwa,NG036010,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Fune,NG036005,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Fika,NG036004,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Tarmua,NG036015,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Mobbar,NG008023,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Geidam,NG036006,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Ongoing,Yobe,NGA036,Yunusari,NG036016,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Others (please specify in brief activity description),Ongoing,Yobe,NGA036,Bade,NG036001,Yes,Humanitarian,Feb,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Others (please specify in brief activity description),Ongoing,Yobe,NGA036,Bade,NG036001,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Borno,NGA008,Dikwa,NG008008,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Yobe,NGA036,Geidam,NG036006,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Food assistance (cash / voucher / in kind),Completed,Yobe,NGA036,Yunusari,NG036016,Yes,Humanitarian,Jan,2023
WFP,World Food Programme,UN Agency,Reporting,FSC,Others (please specify in brief activity description),Completed,Yobe,NGA036,Bade,NG036001,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Girei,NG002005,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Guyuk,NG002006,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Demsa,NG002001,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Gombi,NG002004,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Fufore,NG002002,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Yola South,NG002021,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Jada,NG002008,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Adamawa,NGA002,Song,NG002018,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Bursari,NG036002,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Fika,NG036004,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Fune,NG036005,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Geidam,NG036006,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Gulani,NG036008,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Jakusko,NG036009,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Karasuwa,NG036010,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Machina,NG036011,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Nguru,NG036013,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Tarmua,NG036015,Yes,Humanitarian,Jan,2023
WHO,World Health Organization,UN Agency,Reporting,HEA,Community health care services.,Ongoing,Yobe,NGA036,Yunusari,NG036016,Yes,Humanitarian,Jan,2023
